name,element,team,position,value,total_points,minutes,goals_scored,assists,clean_sheets,yellow_cards,influence,creativity,threat,ict_index,round
Anthony Elanga,512,Man Utd,MID,48,2,76,0,0,0,0,10.4,2.5,28.0,4.1,34
Anthony Elanga,512,Man Utd,MID,48,2,90,0,0,0,0,3.2,2.6,10.0,1.6,34
Anthony Gordon,503,Everton,MID,46,1,90,0,0,0,1,2.2,3.6,10.0,1.6,34
Anthony Martial,278,Man Utd,FWD,76,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Anthony Martial,278,Man Utd,FWD,76,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Antonio Rüdiger,127,Chelsea,DEF,62,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Antonio Rüdiger,127,Chelsea,DEF,62,1,90,0,0,0,1,3.2,3.8,19.0,2.6,34
Anwar El Ghazi,42,Everton,MID,56,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Archie Gray,658,Leeds,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Armando Broja,518,Southampton,FWD,55,1,11,0,0,0,0,5.4,0.8,0.0,0.6,34
Armstrong Oko-Flex,652,West Ham,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Arthur Masuaku,417,West Ham,DEF,44,2,90,0,0,0,0,8.2,3.5,8.0,2.0,34
Arthur Okonkwo,572,Arsenal,GK,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ashley Barnes,105,Burnley,FWD,52,0,26,0,0,0,1,0.0,0.9,0.0,0.0,34
Ashley Fletcher,395,Watford,FWD,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ashley Westwood,107,Burnley,MID,52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ashley Young,52,Aston Villa,DEF,47,6,90,0,0,1,0,17.0,10.9,7.0,3.5,34
Asmir Begović,481,Everton,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Axel Tuanzebe,283,Man Utd,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Axel Tuanzebe,283,Man Utd,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Aymeric Laporte,259,Man City,DEF,59,2,62,0,0,0,0,11.0,12.1,4.0,2.7,34
Ayotomiwa Dele-Bashiru,394,Watford,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ayoze Pérez,211,Leicester,MID,57,1,4,0,0,0,0,3.6,0.3,0.0,0.4,34
Bailey Peacock-Farrell,117,Burnley,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Bali Mumba,515,Norwich,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Bamidele Alli,363,Everton,MID,62,0,17,0,0,0,1,3.6,0.5,2.0,0.6,34
Ben Davies,364,Spurs,DEF,44,6,90,0,0,1,0,14.4,18.5,6.0,3.9,34
Ben Davies,248,Liverpool,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ben Foster,376,Watford,GK,41,1,90,0,0,0,0,22.2,0.0,0.0,2.2,34
Ben Gibson,456,Norwich,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ben Godfrey,179,Everton,DEF,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ben Johnson,425,West Ham,DEF,39,2,90,0,0,0,0,19.0,0.3,0.0,1.9,34
Ben Mee,106,Burnley,DEF,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ben Nelson,645,Leicester,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ben White,67,Arsenal,DEF,46,2,90,0,0,0,0,10.4,0.6,0.0,1.1,34
Ben Wilmot,401,Watford,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ben Woodburn,553,Liverpool,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Benjamin Chilwell,135,Chelsea,DEF,56,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Benjamin Chilwell,135,Chelsea,DEF,56,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Benjamin Chrisene,703,Aston Villa,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Benjamin Mendy,253,Man City,DEF,52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Bernard Anício Caldeira Duarte,167,Everton,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Bernardo Fernandes Da Silva Junior,68,Brighton,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Bernardo Mota Veiga de Carvalho e Silva,261,Man City,MID,70,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Bernd Leno,1,Arsenal,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Bertrand Traoré,32,Aston Villa,MID,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Billy Gilmour,145,Norwich,MID,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Björn Engels,31,Aston Villa,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Bobby Thomas,534,Burnley,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Boubakary Soumaré,458,Leicester,MID,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Brandon Austin,659,Spurs,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Brandon Williams,290,Norwich,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Bruno André Cavaco Jordão,661,Wolves,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Bruno Guimarães Rodriguez Moura,697,Newcastle,MID,49,9,86,1,0,1,1,46.6,29.8,17.0,9.3,34
Bruno Miguel Borges Fernandes,277,Man Utd,MID,116,-1,83,0,0,0,1,12.8,49.7,20.0,8.3,34
Bruno Miguel Borges Fernandes,277,Man Utd,MID,116,2,90,0,0,0,0,16.2,3.8,21.0,4.1,34
Bryan Gil Salvatierra,487,Spurs,MID,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Bryan Mbeumo,96,Brentford,MID,52,3,90,0,0,1,0,0.0,1.6,57.0,5.5,34
Bukayo Saka,22,Arsenal,MID,68,13,73,1,1,0,0,40.0,13.9,79.0,13.3,34
Callum Hudson-Odoi,140,Chelsea,MID,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Callum Hudson-Odoi,140,Chelsea,MID,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Callum Wilson,296,Newcastle,FWD,71,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Calum Chambers,10,Aston Villa,DEF,42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Cameron Archer,568,Aston Villa,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Caoimhin Kelleher,242,Liverpool,GK,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Carney Chukwuemeka,526,Aston Villa,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Cenk Tosun,622,Everton,FWD,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Charlie Cresswell,563,Leeds,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Charlie Goode,87,Brentford,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Charlie Patino,664,Arsenal,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Charlie Taylor,113,Burnley,DEF,44,5,90,0,0,1,1,8.6,1.3,0.0,1.0,34
Charlie Whitaker,613,Everton,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Che Adams,345,Southampton,FWD,68,2,90,0,0,0,0,14.2,43.3,2.0,6.0,34
Cheikhou Kouyaté,150,Crystal Palace,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Chem Campbell,548,Wolves,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Chris Wood,109,Newcastle,FWD,68,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Christian Benteke,149,Crystal Palace,FWD,59,1,6,0,0,0,0,0.4,1.8,2.0,0.4,34
Christian Eriksen,699,Brentford,MID,56,3,90,0,0,1,0,21.2,73.6,35.0,13.0,34
Christian Kabasele,384,Watford,DEF,43,0,90,0,0,0,0,15.8,0.2,0.0,1.6,34
Christian Marques,549,Wolves,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Christian Nørgaard,77,Brentford,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Christian Pulisic,137,Chelsea,MID,79,6,14,1,0,0,0,35.2,11.7,17.0,6.4,34
Christian Pulisic,137,Chelsea,MID,79,1,19,0,0,0,0,1.6,0.7,2.0,0.4,34
Christoph Zimmermann,324,Norwich,DEF,44,0,57,0,0,0,0,12.2,0.3,0.0,1.3,34
Christos Tzolis,528,Norwich,MID,48,1,15,0,0,0,0,0.0,1.1,0.0,0.0,34
Ciaran Clark,293,Newcastle,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Cieran Slicker,615,Man City,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Cody Drameh,562,Leeds,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Cole Palmer,507,Man City,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Connor Roberts,585,Burnley,DEF,44,6,90,0,0,1,0,14.0,16.8,0.0,3.1,34
Conor Bradley,626,Liverpool,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Conor Coady,429,Wolves,DEF,48,2,90,0,0,0,0,18.8,0.7,2.0,2.2,34
Conor Coventry,522,West Ham,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Conor Gallagher,144,Crystal Palace,MID,61,3,90,0,0,1,0,3.8,6.3,46.0,5.6,34
Conor Hourihane,29,Aston Villa,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Conrad Egan-Riley,651,Man City,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Craig Cathcart,379,Watford,DEF,42,1,22,0,0,0,0,1.8,0.0,0.0,0.2,34
Craig Dawson,414,West Ham,DEF,49,-1,85,0,0,0,0,36.4,0.1,2.0,3.9,34
Cristian Romero,494,Spurs,DEF,48,9,90,0,0,1,0,30.8,13.1,2.0,4.6,34
Cristiano Ronaldo dos Santos Aveiro,579,Man Utd,FWD,122,7,90,1,0,0,1,36.0,24.2,45.0,10.5,34
Cristiano Ronaldo dos Santos Aveiro,579,Man Utd,FWD,122,9,90,1,0,0,0,37.2,4.8,35.0,7.7,34
Crysencio Summerville,551,Leeds,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Curtis Jones,244,Liverpool,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Cédric Soares,5,Arsenal,DEF,42,2,90,0,0,0,0,6.2,3.7,0.0,1.0,34
César Azpilicueta,119,Chelsea,DEF,56,6,90,0,0,1,0,16.2,17.4,8.0,4.2,34
César Azpilicueta,119,Chelsea,DEF,56,2,90,0,0,0,0,14.6,5.5,4.0,2.4,34
Dale Stephens,102,Burnley,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Dan Burn,58,Newcastle,DEF,44,6,90,0,0,1,0,17.6,0.3,4.0,2.2,34
Dan Gosling,378,Watford,MID,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Dane Scarlett,520,Spurs,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Daniel Amartey,208,Leicester,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Daniel Bachmann,389,Watford,GK,41,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Daniel Castelo Podence,438,Wolves,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Daniel Chesters,710,West Ham,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Daniel James,287,Leeds,MID,60,0,58,0,0,0,1,0.0,11.5,2.0,1.3,34
Daniel N'Lundulu,344,Southampton,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Danny Ings,337,Aston Villa,FWD,77,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Danny Rose,377,Watford,DEF,42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Danny Ward,204,Leicester,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Danny Welbeck,447,Brighton,FWD,59,7,90,1,0,0,0,43.4,1.4,120.0,16.5,34
Dara Costelloe,726,Burnley,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Darren Randolph,407,West Ham,GK,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
David Raya Martin,80,Brentford,GK,43,6,90,0,0,1,0,6.0,0.0,0.0,0.6,34
David de Gea,270,Man Utd,GK,51,2,90,0,0,0,0,26.4,0.0,0.0,2.6,34
David de Gea,270,Man Utd,GK,51,3,90,0,0,0,0,38.4,0.0,0.0,3.8,34
Davinson Sánchez,367,Spurs,DEF,43,1,16,0,0,0,0,3.4,1.4,2.0,0.7,34
Davy Pröpper,57,Brighton,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Dean Henderson,280,Man Utd,GK,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Dean Henderson,280,Man Utd,GK,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Declan Rice,421,West Ham,MID,50,1,28,0,0,0,0,2.8,0.7,0.0,0.4,34
Dejan Kulusevski,701,Spurs,MID,64,3,90,0,0,1,0,15.2,25.8,42.0,8.3,34
Demarai Gray,484,Everton,MID,55,2,76,0,0,0,0,4.2,3.3,19.0,2.7,34
Dennis Praet,206,Leicester,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Diego Llorente,190,Leeds,DEF,45,5,90,0,0,1,1,22.4,0.2,0.0,2.3,34
Dilan Markanday,597,Spurs,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Dimitris Giannoulis,457,Norwich,DEF,44,1,90,0,0,0,0,10.0,6.2,0.0,1.6,34
Diogo Jota,240,Liverpool,MID,83,3,81,0,0,1,0,4.8,14.8,14.0,3.4,34
Dion Sanderson,686,Wolves,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Divock Origi,235,Liverpool,FWD,48,5,30,1,0,0,0,31.6,1.8,41.0,7.4,34
Domingos Quina,397,Watford,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Dominic Calvert-Lewin,177,Everton,FWD,77,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Dominic Thompson,498,Brentford,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Donny van de Beek,282,Everton,MID,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Douglas Luiz Soares de Paulo,50,Aston Villa,MID,44,2,75,0,0,1,1,7.0,15.0,0.0,2.2,34
Dwight Gayle,300,Newcastle,FWD,52,1,3,0,0,0,0,0.0,0.0,0.0,0.0,34
Dwight McNeil,118,Burnley,MID,55,3,84,0,0,1,0,18.4,33.0,25.0,7.6,34
Dynel Simeu,665,Southampton,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Eberechi Eze,160,Crystal Palace,MID,59,3,78,0,0,1,0,15.0,22.4,18.0,5.5,34
Ed Turns,653,Brighton,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ederson Santana de Moraes,257,Man City,GK,61,2,90,0,0,0,0,12.2,0.0,0.0,1.2,34
Edinson Cavani,269,Man Utd,FWD,84,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Edinson Cavani,269,Man Utd,FWD,84,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Edo Kayembe,679,Watford,MID,46,1,15,0,0,0,0,3.6,10.5,2.0,1.6,34
Edouard Mendy,143,Chelsea,GK,61,6,90,0,0,1,0,19.2,0.0,0.0,1.9,34
Edouard Mendy,143,Chelsea,GK,61,2,90,0,0,0,0,18.0,0.0,0.0,1.8,34
Edward Nketiah,20,Arsenal,FWD,54,2,90,0,0,0,0,8.2,22.8,25.0,5.6,34
Eldin Jakupovic,573,Leicester,GK,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ellery Balcombe,92,Brentford,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Elliot Anderson,609,Newcastle,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ellis Simms,602,Everton,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Emerson Aparecido Leite de Souza Junior,588,Spurs,DEF,45,8,85,0,0,1,0,14.8,13.3,4.0,3.2,34
Emerson Palmieri dos Santos,539,Chelsea,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Emerson Palmieri dos Santos,539,Chelsea,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Emil Krafth,303,Newcastle,DEF,43,6,90,0,0,1,0,11.0,2.6,0.0,1.4,34
Emile Smith Rowe,21,Arsenal,MID,57,2,63,0,0,0,0,2.6,5.5,0.0,0.8,34
Emiliano Buendía Stati,43,Aston Villa,MID,61,1,11,0,0,0,0,4.0,11.8,1.0,1.7,34
Emiliano Martínez,30,Aston Villa,GK,55,6,90,0,0,1,0,13.6,0.0,0.0,1.4,34
Emmanuel Dennis,450,Watford,FWD,58,5,90,0,1,0,0,38.4,32.4,19.0,9.0,34
Enock Mwepu,462,Brighton,MID,59,2,60,0,0,0,0,11.2,14.1,4.0,2.9,34
Eric Bailly,286,Man Utd,DEF,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Eric Bailly,286,Man Utd,DEF,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Eric Dier,361,Spurs,DEF,46,6,90,0,0,1,0,29.4,1.8,0.0,3.1,34
Erik Lamela,356,Spurs,MID,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Erik Pieters,100,Burnley,DEF,41,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ethan Ampadu,139,Chelsea,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ethan Ampadu,139,Chelsea,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ethan Pinnock,91,Brentford,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Evan Ferguson,655,Brighton,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ezri Konsa Ngoyo,45,Aston Villa,DEF,49,6,90,0,0,1,0,12.8,0.6,2.0,1.5,34
Fabian Delph,163,Everton,MID,42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Fabian Schär,305,Newcastle,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Fabio Henrique Tavares,232,Liverpool,MID,54,3,90,0,0,1,0,11.8,7.5,3.0,2.2,34
Fabio Silva,445,Wolves,FWD,56,2,66,0,0,0,0,0.0,2.1,48.0,4.9,34
Federico Fernández,465,Newcastle,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Fernando Luiz Rosa,453,Man City,MID,47,2,90,0,0,0,0,21.4,25.3,41.0,8.8,34
Fernando Marçal,432,Wolves,DEF,42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ferran Torres,268,Man City,MID,67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Filip Marschall,650,Aston Villa,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Finley Stevens,569,Brentford,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Florin Andone,500,Brighton,FWD,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Folarin Balogun,530,Arsenal,FWD,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Francisco Casilla Cortés,183,Leeds,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Francisco Femenía Far,382,Watford,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Francisco Jorge Tomás Oliveira,689,Wolves,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Francisco Machado Mota de Castro Trincão,461,Wolves,MID,56,1,11,0,0,0,0,0.0,0.7,8.0,0.9,34
Francisco Sierralta,396,Watford,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Frank Onyeka,479,Brentford,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Fraser Forster,333,Southampton,GK,44,2,90,0,0,0,0,33.6,0.0,0.0,3.4,34
Freddie Woodman,513,Newcastle,GK,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Frederico Rodrigues de Paula Santos,274,Man Utd,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Frederico Rodrigues de Paula Santos,274,Man Utd,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Frederik Alves,521,West Ham,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Frédéric Guilbert,46,Aston Villa,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Gabriel Fernando de Jesus,263,Man City,FWD,84,24,90,4,1,0,0,163.4,36.3,115.0,31.5,34
Gabriel Magalhães,23,Arsenal,DEF,54,2,90,0,0,0,0,18.0,1.3,4.0,2.3,34
Gabriel Teodoro Martinelli Silva,26,Arsenal,MID,53,1,26,0,0,0,0,0.6,0.4,0.0,0.1,34
Giovani Lo Celso,372,Spurs,MID,59,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Granit Xhaka,7,Arsenal,MID,48,7,90,1,0,0,1,47.2,23.5,7.0,7.8,34
Grant Hanley,319,Norwich,DEF,44,1,90,0,0,0,0,4.8,0.2,2.0,0.7,34
Gylfi Sigurdsson,164,Everton,MID,67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Hakim Ziyech,131,Chelsea,MID,73,1,14,0,0,0,0,0.0,1.3,3.0,0.3,34
Hakim Ziyech,131,Chelsea,MID,73,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Halil Dervişoğlu,95,Brentford,FWD,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Hamza Choudhury,214,Leicester,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Hannibal Mejbri,706,Man Utd,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Hannibal Mejbri,706,Man Utd,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Harrison Ashby,617,West Ham,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Harry Kane,357,Spurs,FWD,125,2,90,0,0,1,0,8.2,0.8,47.0,5.6,34
Harry Lewis,637,Southampton,GK,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Harry Maguire,273,Man Utd,DEF,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Harry Maguire,273,Man Utd,DEF,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Harry Tyrer,616,Everton,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Harry Winks,366,Spurs,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Harvey Barnes,215,Leicester,MID,66,1,10,0,0,0,0,0.0,0.8,3.0,0.2,34
Harvey Elliott,506,Liverpool,MID,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Harvey Vale,672,Chelsea,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Harvey Vale,672,Chelsea,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Harvey White,668,Spurs,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Hassane Kamara,676,Watford,DEF,45,6,90,1,0,0,0,48.0,6.6,17.0,7.2,34
Haydon Roberts,560,Brighton,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Hee-Chan Hwang,583,Wolves,FWD,54,2,90,0,0,0,0,14.0,36.8,21.0,7.2,34
Heung-Min Son,359,Spurs,MID,111,3,90,0,0,1,0,12.4,29.5,4.0,4.6,34
Hugo Bueno,635,Wolves,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Hugo Lloris,353,Spurs,GK,54,6,90,0,0,1,0,10.2,0.0,0.0,1.0,34
Héctor Bellerín,9,Arsenal,DEF,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Héctor Junior Firpo Adames,463,Leeds,DEF,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Hélder Wander Sousa de Azevedo e Costa,192,Leeds,MID,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ian Carlo Poveda-Ocampo,195,Leeds,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ibrahima Diallo,349,Southampton,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ibrahima Konaté,243,Liverpool,DEF,51,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ilkay Gündogan,250,Man City,MID,71,1,33,0,0,0,0,14.0,39.3,2.0,5.5,34
Illan Meslier,199,Leeds,GK,48,11,90,0,0,1,0,59.4,0.0,0.0,5.9,34
Imrân Louza,403,Watford,MID,52,2,74,0,0,0,0,14.2,13.9,0.0,2.8,34
Isaac Hayden,306,Newcastle,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Isaac Price,718,Everton,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Isaac Success Ajayi,393,Watford,FWD,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ismaila Sarr,399,Watford,MID,57,2,67,0,0,0,0,1.0,0.8,6.0,0.8,34
Issa Diop,424,West Ham,DEF,42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Ivan Toney,78,Brentford,FWD,69,2,90,0,0,1,0,2.6,12.9,59.0,7.5,34
Jack Butland,156,Crystal Palace,GK,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Jack Cork,101,Burnley,MID,44,3,90,0,0,1,0,18.6,28.8,0.0,4.7,34
Jack Grealish,33,Man City,MID,75,2,90,0,0,0,0,10.2,6.1,41.0,5.7,34
Jack Harrison,267,Leeds,MID,55,3,90,0,0,1,0,8.8,29.6,21.0,5.9,34
Jack Jenkins,631,Leeds,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Jack Stephens,338,Southampton,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Jacob Murphy,304,Newcastle,MID,47,6,73,0,1,1,0,20.2,42.5,14.0,7.7,34
Jacob Ramsey,51,Aston Villa,MID,47,3,90,0,0,1,0,1.4,13.3,22.0,3.7,34
Jacob Sørensen,327,Norwich,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Jaden Philogene-Bidace,497,Aston Villa,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Jadon Sancho,485,Man Utd,MID,89,2,90,0,0,0,0,8.0,2.5,4.0,1.5,34
Jadon Sancho,485,Man Utd,MID,89,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Jairo Riedewald,157,Crystal Palace,MID,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Jakub Moder,75,Brighton,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34
Jamaal Lascelles,299,Newcastle,DEF,44,7,90,0,0,1,0,16.8,0.0,2.0,1.9,34
