name,element,team,position,value,total_points,minutes,goals_scored,assists,clean_sheets,yellow_cards,influence,creativity,threat,ict_index,round
Jesse Lingard,276,Man Utd,MID,70,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Jesurun Rak-Sakyi,541,Crystal Palace,MID,45,1,13,0,0,0,0,1.0,5.0,0.0,0.6,1
Joachim Andersen,488,Crystal Palace,DEF,45,1,33,0,0,0,0,7.4,0.3,2.0,1.0,1
Joe Hart,352,Spurs,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Joe Rodon,374,Spurs,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Joel Matip,224,Liverpool,DEF,50,6,90,0,0,1,0,7.0,3.8,22.0,3.3,1
Joel Ward,474,Crystal Palace,DEF,45,1,90,0,0,0,0,23.8,1.3,0.0,2.5,1
Joelinton Cássio Apolinário de Lira,310,Newcastle,FWD,60,1,5,0,0,0,0,0.0,0.8,0.0,0.1,1
Johann Berg Gudmundsson,108,Burnley,MID,55,1,90,0,0,0,1,7.2,2.6,2.0,1.2,1
John McGinn,35,Aston Villa,MID,60,7,90,1,0,0,0,40.4,2.1,13.0,5.6,1
John Ruddy,452,Wolves,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
John Stones,252,Man City,DEF,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Jonathan Castro Otto,433,Wolves,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Jonjo Shelvey,291,Newcastle,MID,55,1,69,0,0,0,1,3.6,14.4,0.0,1.8,1
Jonjoe Kenny,502,Everton,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Jonny Evans,201,Leicester,DEF,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Jordan Ayew,153,Crystal Palace,FWD,60,2,90,0,0,0,0,14.8,11.9,19.0,4.6,1
Jordan Henderson,222,Liverpool,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Jordan Hugill,322,Norwich,FWD,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Jordan Pickford,170,Everton,GK,50,2,90,0,0,0,0,19.6,0.0,0.0,2.0,1
Jorge Luiz Frello Filho,123,Chelsea,MID,60,3,90,0,0,1,0,19.6,21.4,2.0,4.3,1
Joseph Gomez,238,Liverpool,DEF,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Joseph Hungbo,402,Watford,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Joseph Willock,19,Newcastle,MID,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Josh Benson,116,Burnley,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Josh Brownhill,115,Burnley,MID,45,1,11,0,0,0,0,7.2,10.5,0.0,1.8,1
Josh Martin,330,Norwich,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Joshua King,468,Watford,FWD,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Joshua Sargent,516,Norwich,FWD,55,1,13,0,0,0,0,2.4,0.3,4.0,0.7,1
José Diogo Dalot Teixeira,510,Man Utd,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
José Malheiro de Sá,475,Wolves,GK,50,3,90,0,0,0,0,26.2,0.0,0.0,2.6,1
João Filipe Iria Santos Moutinho,426,Wolves,MID,50,2,65,0,0,0,0,7.2,14.9,1.0,2.3,1
João Pedro Cavaco Cancelo,256,Man City,DEF,60,2,90,0,0,0,0,21.2,38.5,12.0,7.2,1
João Pedro Junqueira de Jesus,404,Watford,FWD,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
João Virgínia,181,Everton,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Joël Veltman,62,Brighton,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Juan Camilo Hernández Suárez,472,Watford,FWD,50,6,24,1,0,0,0,36.2,0.3,26.0,6.3,1
Juan Mata,459,Man Utd,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Juraj Kucka,495,Watford,MID,55,2,68,0,0,1,1,8.2,0.8,2.0,1.1,1
Kai Havertz,141,Chelsea,MID,85,1,8,0,0,0,0,0.0,0.8,2.0,0.2,1
Kalvin Phillips,191,Leeds,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Karl Darlow,294,Newcastle,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Karl Hein,532,Arsenal,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Kasper Schmeichel,200,Leicester,GK,50,9,90,0,0,1,0,26.0,0.0,0.0,2.6,1
Keinan Davis,49,Aston Villa,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Kelechi Iheanacho,213,Leicester,FWD,75,1,18,0,0,0,0,1.4,3.7,8.0,1.3,1
Ken Sema,391,Watford,MID,55,1,90,0,0,0,1,8.0,25.2,4.0,3.7,1
Kenny McLean,318,Norwich,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Kepa Arrizabalaga,129,Chelsea,GK,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Kevin De Bruyne,251,Man City,MID,120,1,11,0,0,0,0,9.0,11.6,7.0,2.8,1
Kevin Long,103,Burnley,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Ki-Jana Hoever,443,Wolves,DEF,40,1,90,0,0,0,1,13.6,16.7,6.0,3.6,1
Kieran Dowell,323,Norwich,MID,55,1,4,0,0,0,0,4.2,20.8,4.0,2.9,1
Kieran Tierney,16,Arsenal,DEF,50,1,90,0,0,0,0,26.8,87.0,41.0,15.5,1
Kiernan Dewsbury-Hall,505,Leicester,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Kjell Scherpen,476,Brighton,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Konstantinos Mavropanos,24,Arsenal,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Konstantinos Tsimikas,245,Liverpool,DEF,40,6,90,0,0,1,0,9.4,2.9,37.0,4.9,1
Kortney Hause,36,Aston Villa,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Kristoffer Ajer,483,Brentford,DEF,45,6,70,0,0,1,0,8.2,11.2,4.0,2.3,1
Kristoffer Klaesson,490,Leeds,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Kurt Zouma,128,Chelsea,DEF,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Kwadwo Baah,405,Watford,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Kyle Walker,249,Man City,DEF,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Kyle Walker-Peters,342,Southampton,DEF,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Leander Dendoncker,434,Wolves,MID,50,1,24,0,0,0,0,11.6,0.6,0.0,1.2,1
Leandro Trossard,64,Brighton,MID,65,2,75,0,0,0,0,2.2,1.9,8.0,1.2,1
Leon Bailey,492,Aston Villa,MID,65,4,30,0,1,0,0,20.0,14.8,21.0,5.6,1
Lewis Dunk,59,Brighton,DEF,50,2,90,0,0,0,0,19.6,0.7,0.0,2.0,1
Lewis Richardson,533,Burnley,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Liam Cooper,184,Leeds,DEF,45,-1,90,0,0,0,1,25.4,10.5,2.0,3.8,1
Lucas Digne,168,Everton,DEF,55,2,90,0,0,0,0,8.2,25.9,11.0,4.5,1
Lucas Rodrigues Moura da Silva,362,Spurs,MID,65,2,90,0,0,1,1,16.4,37.6,43.0,9.7,1
Lucas Torreira,18,Arsenal,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Luka Milivojevic,152,Crystal Palace,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Lukas Rupp,317,Norwich,MID,45,2,90,0,0,0,0,5.2,2.2,21.0,2.8,1
Lukasz Fabianski,408,West Ham,GK,50,1,90,0,0,0,0,13.2,0.0,0.0,1.3,1
Luke Ayling,185,Leeds,DEF,45,6,90,1,0,0,0,52.4,4.8,13.0,7.0,1
Luke Cundle,547,Wolves,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Luke Shaw,275,Man Utd,DEF,55,1,90,0,0,0,1,6.2,28.7,6.0,4.1,1
Luke Thomas,219,Leicester,DEF,45,7,90,0,0,1,0,25.4,5.7,0.0,3.1,1
Mads Bech Sørensen,90,Brentford,DEF,45,1,19,0,0,0,0,0.0,0.0,0.0,0.0,1
Mads Bidstrup,97,Brentford,MID,45,1,10,0,0,0,0,4.2,0.3,0.0,0.5,1
Mads Roerslev Rasmussen,89,Brentford,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Mahmoud Ahmed Ibrahim Hassan,37,Aston Villa,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Malang Sarr,501,Chelsea,DEF,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Manuel Lanzini,416,West Ham,MID,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Marc Albrighton,202,Leicester,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Marc Guéhi,477,Crystal Palace,DEF,45,1,90,0,0,0,0,13.8,11.9,2.0,2.8,1
Marc Navarro,398,Watford,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Marco Stiepermann,316,Norwich,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Marcos Alonso,122,Chelsea,DEF,55,15,85,1,0,1,0,56.0,35.5,29.0,12.1,1
Marcus Forss,88,Brentford,FWD,55,1,4,0,0,0,0,0.0,1.3,0.0,0.1,1
Marcus Rashford,281,Man Utd,MID,95,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Mark Gillespie,514,Newcastle,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Mark Noble,406,West Ham,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Martin Dubravka,295,Newcastle,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Martin Kelly,151,Crystal Palace,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Marvelous Nakamba,41,Aston Villa,MID,45,2,90,0,0,0,0,6.4,6.5,0.0,1.3,1
Mason Greenwood,289,Man Utd,MID,75,8,90,1,0,0,0,41.2,23.7,27.0,9.2,1
Mason Holgate,178,Everton,DEF,45,2,90,0,0,0,0,19.6,0.2,0.0,2.0,1
Mason Mount,138,Chelsea,MID,75,6,90,0,1,1,0,14.2,18.5,29.0,6.2,1
Matej Vydra,111,Burnley,FWD,55,1,5,0,0,0,0,0.0,0.3,12.0,1.0,1
Mateo Kovacic,125,Chelsea,MID,50,6,90,0,1,1,0,24.6,28.5,4.0,5.7,1
Mateusz Klich,186,Leeds,MID,55,2,90,0,0,0,0,5.8,5.2,10.0,2.1,1
Mathew Ryan,65,Brighton,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Mathias Jensen,86,Brentford,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Matt Doherty,360,Spurs,DEF,50,1,7,0,0,0,0,3.0,0.3,0.0,0.3,1
Matt Ritchie,292,Newcastle,DEF,50,3,90,0,1,0,0,28.0,54.9,14.0,9.7,1
Matt Targett,39,Aston Villa,DEF,50,0,45,0,0,0,0,3.0,14.8,0.0,1.8,1
Matthew Cash,44,Aston Villa,DEF,50,1,90,0,0,0,0,14.8,13.7,1.0,3.0,1
Matthew Longstaff,312,Newcastle,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Matthew Lowton,110,Burnley,DEF,45,1,90,0,0,0,0,12.8,15.9,0.0,2.9,1
Matthew Pollock,454,Watford,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Mattéo Guendouzi,25,Arsenal,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Max Aarons,326,Norwich,DEF,45,1,90,0,0,0,0,29.4,12.4,1.0,4.3,1
Max Kilman,439,Wolves,DEF,45,2,90,0,0,0,0,24.6,1.4,53.0,7.9,1
Mbwana Ally Samatta,48,Aston Villa,FWD,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Michael Keane,169,Everton,DEF,50,2,90,0,0,0,0,15.6,10.9,20.0,4.7,1
Michael McGovern,313,Norwich,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Michael Obafemi,348,Southampton,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Michael Olise,464,Crystal Palace,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Michail Antonio,413,West Ham,FWD,75,13,90,1,2,0,0,55.6,18.7,55.0,12.9,1
Michal Karbownik,536,Brighton,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Michy Batshuayi,126,Chelsea,FWD,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Miguel Almirón,308,Newcastle,MID,55,2,90,0,0,0,0,10.0,13.8,18.0,4.2,1
Milot Rashica,449,Norwich,MID,55,2,76,0,0,0,0,3.4,29.2,6.0,3.9,1
Mohamed Elyounoussi,517,Southampton,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Mohamed Naser El Sayed Elneny,12,Arsenal,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Mohamed Salah,233,Liverpool,MID,125,17,90,1,2,1,0,70.6,36.4,70.0,17.7,1
Mohammed Salisu,351,Southampton,DEF,45,1,90,0,0,0,0,23.4,1.4,19.0,4.4,1
Moisés Caicedo,538,Brighton,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Morgan Gibbs-White,440,Wolves,MID,45,1,4,0,0,0,0,0.0,0.4,20.0,2.0,1
Morgan Sanson,34,Aston Villa,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Moussa Djenepo,350,Southampton,MID,55,2,90,0,0,0,0,17.2,7.2,14.0,3.8,1
Moussa Sissoko,354,Spurs,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
N'Golo Kanté,130,Chelsea,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Naby Keita,239,Liverpool,MID,50,3,82,0,0,1,0,13.4,16.8,4.0,3.4,1
Nampalys Mendy,203,Leicester,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Nathan Aké,258,Man City,DEF,50,2,90,0,0,0,0,23.8,0.3,4.0,2.8,1
Nathan Broadhead,545,Everton,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Nathan Collins,451,Burnley,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Nathan Ferguson,161,Crystal Palace,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Nathan Redmond,336,Southampton,MID,60,1,7,0,0,0,0,2.6,1.4,2.0,0.6,1
Nathan Tella,346,Southampton,MID,50,1,10,0,0,0,0,0.2,0.3,2.0,0.3,1
Nathaniel Chalobah,385,Watford,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Nathaniel Clyne,493,Crystal Palace,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Nathaniel Phillips,241,Liverpool,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Neal Maupay,63,Brighton,FWD,65,5,90,1,0,0,1,34.0,6.5,74.0,11.5,1
Neco Williams,246,Liverpool,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Nemanja Matic,271,Man Utd,MID,45,1,21,0,0,0,0,6.6,1.7,0.0,0.8,1
Nick Pope,112,Burnley,GK,55,2,90,0,0,0,0,30.0,0.0,0.0,3.0,1
Nicolas Pépé,17,Arsenal,MID,75,2,90,0,0,0,0,7.6,43.9,51.0,10.3,1
Nuno Varela Tavares,466,Arsenal,DEF,45,1,9,0,0,0,0,0.0,0.7,1.0,0.1,1
Nélson Cabral Semedo,437,Wolves,DEF,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Oghenekaro Peter Etebo,467,Watford,MID,45,1,90,0,0,0,1,18.0,11.6,0.0,3.0,1
Oleksandr Zinchenko,264,Man City,DEF,55,1,11,0,0,0,0,2.8,0.6,0.0,0.3,1
Oliver Skipp,373,Spurs,MID,45,3,90,0,0,1,0,16.2,0.8,0.0,1.7,1
Olivier Giroud,120,Chelsea,FWD,65,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Ollie Watkins,40,Aston Villa,FWD,75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Onel Hernández,320,Norwich,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Oriol Romeu Vidal,335,Southampton,MID,45,2,79,0,0,0,0,7.4,6.3,8.0,2.2,1
Owen Otasowie,442,Wolves,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Pablo Fornals,423,West Ham,MID,60,5,90,0,1,0,0,37.6,48.9,24.0,11.1,1
Pablo Hernández Domínguez,182,Leeds,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Pablo Marí,8,Arsenal,DEF,45,1,90,0,0,0,0,16.6,1.3,7.0,2.5,1
Pascal Groß,55,Brighton,MID,60,6,90,0,1,0,0,26.4,35.3,14.0,7.6,1
Pascal Struijk,198,Leeds,DEF,45,0,90,0,0,0,0,16.4,0.0,0.0,1.6,1
Patrick Bamford,189,Leeds,FWD,80,2,76,0,0,0,0,0.0,10.8,8.0,1.8,1
Patrick Cutrone,523,Wolves,FWD,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Patrik Gunnarsson,94,Brentford,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Patson Daka,455,Leicester,FWD,75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Paul Dummett,301,Newcastle,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Paul Pogba,272,Man Utd,MID,75,16,74,0,4,0,0,74.8,60.0,15.0,15.0,1
Pedro Lomba Neto,441,Wolves,MID,65,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Pelenda Joshua Dasilva,82,Brentford,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Phil Bardsley,99,Burnley,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Phil Foden,265,Man City,MID,80,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Philip Zinckernagel,392,Watford,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Pierluigi Gollini,486,Spurs,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Pierre Lees-Melou,471,Norwich,MID,50,2,90,0,0,0,0,29.0,30.1,4.0,6.3,1
Pierre-Emerick Aubameyang,4,Arsenal,FWD,100,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Pierre-Emile Højbjerg,365,Spurs,MID,50,3,89,0,0,1,0,12.6,21.8,12.0,4.6,1
Pontus Jansson,76,Brentford,DEF,45,6,90,0,0,1,0,10.8,0.0,0.0,1.1,1
Przemyslaw Placheta,328,Norwich,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Raheem Sterling,255,Man City,MID,110,2,69,0,0,0,0,4.2,4.2,31.0,3.9,1
Raphael Dias Belloli,196,Leeds,MID,65,1,90,0,0,0,1,11.6,19.4,16.0,4.7,1
Rayan Ait Nouri,470,Wolves,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Raúl Jiménez,430,Wolves,FWD,75,2,90,0,0,0,0,4.0,36.9,18.0,5.9,1
Reece Hannam,540,Crystal Palace,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Reece James,142,Chelsea,DEF,55,1,23,0,0,0,0,2.2,2.1,2.0,0.6,1
Reiss Nelson,531,Arsenal,MID,50,1,19,0,0,0,0,4.0,11.6,20.0,3.6,1
Rhys Williams,247,Liverpool,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Ricardo Domingos Barbosa Pereira,207,Leicester,DEF,55,12,90,0,1,1,0,33.2,17.5,0.0,5.1,1
Richarlison de Andrade,180,Everton,FWD,75,11,88,1,1,0,1,63.8,29.3,37.0,13.0,1
Rico Henry,83,Brentford,DEF,45,6,90,0,0,1,0,13.2,1.3,2.0,1.7,1
Riyad Mahrez,254,Man City,MID,90,2,78,0,0,0,0,6.4,22.1,18.0,4.7,1
Rob Holding,14,Arsenal,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Robert Street,542,Crystal Palace,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Robert Sánchez,69,Brighton,GK,45,2,90,0,0,0,0,20.0,10.0,0.0,3.0,1
Roberto Firmino,228,Liverpool,FWD,90,7,29,1,0,0,0,37.6,14.2,21.0,7.3,1
Robin Koch,194,Leeds,DEF,45,0,90,0,0,0,0,14.4,0.3,0.0,1.5,1
Rodrigo Hernandez,266,Man City,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Rodrigo Moreno,187,Leeds,FWD,65,1,45,0,0,0,0,3.6,1.3,0.0,0.5,1
Romain Perraud,460,Southampton,DEF,50,1,82,0,0,0,0,7.6,11.5,0.0,1.9,1
Romain Saïss,431,Wolves,DEF,50,2,90,0,0,0,0,17.6,11.5,4.0,3.3,1
Romelu Lukaku,529,Chelsea,FWD,115,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Ross Barkley,124,Chelsea,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Ruben Loftus-Cheek,132,Chelsea,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Rui Pedro dos Santos Patrício,427,Wolves,GK,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Ryan Bertrand,473,Leicester,DEF,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Ryan Fraser,298,Newcastle,MID,55,1,20,0,0,0,0,0.0,1.3,5.0,0.5,1
Ryan Fredericks,415,West Ham,DEF,45,1,2,0,0,0,0,0.0,0.0,0.0,0.0,1
Ryan Sessegnon,368,Spurs,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Rúben Diogo da Silva Neves,436,Wolves,MID,55,2,90,0,0,0,0,12.8,31.2,1.0,4.5,1
Rúben Santos Gato Alves Dias,262,Man City,DEF,60,2,90,0,0,0,0,19.8,1.0,2.0,2.3,1
Rúnar Alex Rúnarsson,2,Arsenal,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Sadio Mané,230,Liverpool,MID,120,3,90,0,0,1,0,16.4,44.0,52.0,11.2,1
Sam Byram,321,Norwich,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Sam Greenwood,550,Leeds,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Saman Ghoddos,85,Brentford,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Samuel Edozie,508,Man City,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Saïd Benrahma,419,West Ham,MID,60,12,87,1,1,0,0,52.6,15.0,60.0,12.8,1
Scott Banks,543,Crystal Palace,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Scott McTominay,285,Man Utd,MID,55,2,68,0,0,0,0,15.6,12.4,20.0,4.8,1
Sead Kolasinac,11,Arsenal,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Seamus Coleman,165,Everton,DEF,50,2,90,0,0,0,0,20.6,16.6,0.0,3.7,1
Sean Longstaff,309,Newcastle,MID,45,1,6,0,0,0,0,4.4,0.4,0.0,0.5,1
Serge Aurier,358,Spurs,DEF,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Sergi Canós,81,Brentford,MID,55,11,90,1,0,1,0,60.2,14.8,35.0,11.0,1
Sergio Reguilón,370,Spurs,DEF,50,7,90,0,0,1,0,10.4,25.3,2.0,3.8,1
Shandon Baptiste,499,Brentford,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Shane Duffy,56,Brighton,DEF,40,2,90,0,0,0,0,34.8,0.2,57.0,9.2,1
Shane Long,519,Southampton,FWD,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Solomon March,60,Brighton,MID,55,2,90,0,0,0,0,18.6,45.3,11.0,7.5,1
Steven Alzate,73,Brighton,MID,50,2,71,0,0,0,0,10.4,24.1,2.0,3.7,1
Steven Bergwijn,369,Spurs,MID,60,6,76,0,1,1,0,22.8,21.9,23.0,6.8,1
Stipe Perica,388,Watford,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Stuart Armstrong,339,Southampton,MID,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Stuart Dallas,188,Leeds,MID,55,5,90,0,1,0,0,29.6,13.1,0.0,4.3,1
Takumi Minamino,236,Liverpool,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Tammy Abraham,136,Chelsea,FWD,65,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Tanguy Ndombele,375,Spurs,MID,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Tariq Lamptey,71,Brighton,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Tariqe Fosu-Henry,79,Brentford,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Taylor Richards,537,Brighton,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Teemu Pukki,315,Norwich,FWD,60,2,76,0,0,0,0,3.6,2.5,17.0,2.3,1
Theo Walcott,332,Southampton,MID,60,2,79,0,0,0,0,1.6,1.8,6.0,0.9,1
Thiago Alcántara do Nascimento,225,Liverpool,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Thiago Emiliano da Silva,121,Chelsea,DEF,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Thomas Partey,15,Arsenal,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Tim Krul,314,Norwich,GK,45,2,90,0,0,0,0,30.8,0.0,0.0,3.1,1
Timo Werner,134,Chelsea,FWD,90,2,90,0,0,1,0,1.2,12.8,26.0,4.0,1
Timothy Castagne,209,Leicester,DEF,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Tino Livramento,491,Southampton,DEF,40,1,90,0,0,0,0,23.0,10.2,2.0,3.5,1
Toby Alderweireld,355,Spurs,DEF,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Todd Cantwell,325,Norwich,MID,55,1,85,0,0,0,1,12.4,31.4,1.0,4.5,1
Tom Cleverley,381,Watford,MID,50,5,78,0,1,0,0,22.8,12.0,2.0,3.7,1
Tom Davies,176,Everton,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Tom Heaton,509,Man Utd,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
Tomas Soucek,422,West Ham,MID,60,8,90,1,0,0,0,53.6,3.8,93.0,15.0,1
Trent Alexander-Arnold,237,Liverpool,DEF,75,6,90,0,0,1,0,18.4,48.6,4.0,7.1,1
Trevoh Chalobah,527,Chelsea,DEF,50,14,90,1,0,1,0,45.4,7.0,11.0,6.3,1
Troy Deeney,380,Watford,FWD,55,1,11,0,0,0,0,2.0,0.3,0.0,0.2,1
